Transaction ID,Date,Customer ID,Product Category,Quantity,Price per Unit,Total Amount
76,2023-03-25,CUST076,Electronics,2,50,100
77,2023-07-09,CUST077,Clothing,2,50,100
78,2023-07-01,CUST078,Clothing,3,500,1500
79,2023-04-18,CUST079,Beauty,1,300,300
80,2023-12-10,CUST080,Clothing,2,30,60
81,2023-05-17,CUST081,Electronics,1,50,50
82,2023-12-26,CUST082,Beauty,4,50,200
83,2023-12-16,CUST083,Electronics,2,50,100
84,2023-11-28,CUST084,Electronics,3,30,90
85,2023-02-06,CUST085,Clothing,3,50,150
86,2023-11-08,CUST086,Beauty,3,30,90
87,2023-11-22,CUST087,Beauty,2,50,100
88,2023-03-29,CUST088,Clothing,1,500,500
89,2023-10-01,CUST089,Electronics,4,500,2000
90,2023-05-06,CUST090,Electronics,1,30,30
91,2023-03-25,CUST091,Electronics,1,500,500
92,2023-08-25,CUST092,Electronics,4,30,120
93,2023-07-14,CUST093,Beauty,4,500,2000
94,2023-05-19,CUST094,Beauty,2,500,1000
95,2023-11-24,CUST095,Clothing,2,30,60
96,2023-12-19,CUST096,Clothing,2,300,600
97,2023-10-13,CUST097,Beauty,2,500,1000
98,2023-04-23,CUST098,Beauty,2,50,100
99,2023-12-17,CUST099,Electronics,4,300,1200
100,2023-06-16,CUST100,Electronics,1,30,30
101,2023-01-29,CUST101,Clothing,2,300,600
102,2023-04-28,CUST102,Beauty,2,25,50
103,2023-01-17,CUST103,Clothing,1,25,25
104,2023-06-11,CUST104,Beauty,2,500,1000
105,2023-07-25,CUST105,Electronics,1,500,500
106,2023-05-18,CUST106,Clothing,1,50,50
107,2023-02-03,CUST107,Clothing,4,300,1200
108,2023-04-19,CUST108,Beauty,3,25,75
109,2023-10-18,CUST109,Electronics,4,500,2000
110,2023-06-11,CUST110,Clothing,3,300,900
111,2023-04-19,CUST111,Electronics,3,500,1500
112,2023-12-02,CUST112,Clothing,3,500,1500
113,2023-09-13,CUST113,Electronics,2,25,50
114,2023-07-22,CUST114,Beauty,4,25,100
115,2023-11-26,CUST115,Clothing,3,500,1500
116,2023-08-23,CUST116,Clothing,1,30,30
117,2023-03-15,CUST117,Electronics,2,500,1000
118,2023-05-16,CUST118,Electronics,4,500,2000
119,2023-03-13,CUST119,Clothing,3,50,150
120,2023-05-07,CUST120,Beauty,1,50,50
121,2023-10-15,CUST121,Electronics,4,50,200
122,2023-10-03,CUST122,Electronics,4,30,120
123,2023-05-15,CUST123,Electronics,2,30,60
124,2023-10-27,CUST124,Clothing,4,500,2000
125,2023-08-08,CUST125,Clothing,2,50,100
126,2023-10-26,CUST126,Clothing,3,30,90
127,2023-07-24,CUST127,Clothing,2,25,50
128,2023-07-05,CUST128,Beauty,1,500,500
129,2023-04-23,CUST129,Beauty,2,300,600
130,2023-03-12,CUST130,Clothing,1,500,500
131,2023-09-18,CUST131,Beauty,2,300,600
132,2023-09-10,CUST132,Electronics,4,50,200
133,2023-02-16,CUST133,Electronics,3,300,900
134,2023-01-25,CUST134,Electronics,1,50,50
135,2023-02-26,CUST135,Clothing,2,25,50
136,2023-03-20,CUST136,Electronics,2,300,600
137,2023-11-18,CUST137,Beauty,2,500,1000
138,2023-03-23,CUST138,Clothing,4,50,200
139,2023-12-15,CUST139,Beauty,4,500,2000
140,2023-08-05,CUST140,Electronics,1,30,30
141,2023-11-02,CUST141,Electronics,1,50,50
142,2023-02-02,CUST142,Electronics,4,300,1200
143,2023-07-17,CUST143,Clothing,1,50,50
144,2023-07-15,CUST144,Beauty,3,500,1500
145,2023-11-02,CUST145,Clothing,3,25,75
146,2023-08-28,CUST146,Clothing,4,50,200
147,2023-09-28,CUST147,Electronics,1,300,300
148,2023-05-09,CUST148,Clothing,2,30,60
149,2023-10-11,CUST149,Clothing,3,25,75
150,2023-01-06,CUST150,Electronics,4,30,120
151,2023-12-15,CUST151,Clothing,1,50,50
152,2023-02-28,CUST152,Electronics,4,500,2000
153,2023-12-16,CUST153,Electronics,2,500,1000
154,2023-10-02,CUST154,Electronics,3,300,900
155,2023-05-17,CUST155,Electronics,4,500,2000
156,2023-11-25,CUST156,Clothing,4,25,100
157,2023-06-24,CUST157,Electronics,4,500,2000
158,2023-02-27,CUST158,Electronics,2,300,600
159,2023-05-31,CUST159,Clothing,4,50,200
160,2023-08-11,CUST160,Clothing,2,50,100
161,2023-03-22,CUST161,Beauty,2,500,1000
162,2023-08-21,CUST162,Clothing,2,30,60
163,2023-01-02,CUST163,Clothing,3,50,150
164,2023-05-15,CUST164,Beauty,3,500,1500
165,2023-09-14,CUST165,Clothing,4,300,1200
166,2023-04-02,CUST166,Clothing,4,500,2000
167,2023-09-17,CUST167,Clothing,3,50,150
168,2023-02-24,CUST168,Clothing,1,300,300
169,2023-11-17,CUST169,Beauty,3,500,1500
170,2023-06-02,CUST170,Clothing,2,25,50
171,2023-11-24,CUST171,Clothing,3,300,900
172,2023-09-17,CUST172,Beauty,2,25,50
173,2023-11-08,CUST173,Electronics,4,30,120
174,2023-04-12,CUST174,Beauty,1,300,300
175,2023-03-20,CUST175,Electronics,4,25,100
176,2023-07-11,CUST176,Beauty,2,50,100
177,2023-03-24,CUST177,Beauty,2,50,100
178,2023-10-04,CUST178,Clothing,2,30,60
179,2023-09-29,CUST179,Electronics,1,300,300
180,2023-01-01,CUST180,Clothing,3,300,900
181,2023-11-03,CUST181,Electronics,4,300,1200
182,2023-06-15,CUST182,Beauty,4,30,120
183,2023-09-08,CUST183,Beauty,3,300,900
184,2023-01-10,CUST184,Electronics,4,50,200
185,2023-02-27,CUST185,Clothing,1,25,25
186,2023-07-05,CUST186,Clothing,4,50,200
187,2023-06-07,CUST187,Clothing,2,50,100
188,2023-05-03,CUST188,Clothing,3,25,75
189,2023-01-30,CUST189,Beauty,1,50,50
190,2023-05-04,CUST190,Beauty,3,30,90
191,2023-10-18,CUST191,Beauty,1,25,25
192,2023-02-10,CUST192,Beauty,2,50,100
193,2023-02-13,CUST193,Beauty,3,500,1500
194,2023-09-06,CUST194,Clothing,4,50,200
195,2023-02-05,CUST195,Clothing,1,30,30
196,2023-09-30,CUST196,Clothing,3,300,900
197,2023-03-06,CUST197,Clothing,4,50,200
198,2023-03-07,CUST198,Beauty,3,300,900
199,2023-12-04,CUST199,Beauty,3,500,1500
200,2023-09-01,CUST200,Beauty,3,50,150
201,2023-10-09,CUST201,Electronics,1,25,25
202,2023-03-26,CUST202,Clothing,4,300,1200
203,2023-05-16,CUST203,Clothing,2,500,1000
204,2023-09-28,CUST204,Beauty,1,25,25
205,2023-11-07,CUST205,Clothing,1,25,25
206,2023-08-05,CUST206,Clothing,1,25,25
207,2023-04-19,CUST207,Beauty,2,25,50
208,2023-10-04,CUST208,Electronics,4,50,200
209,2023-12-20,CUST209,Electronics,4,50,200
210,2023-04-13,CUST210,Electronics,4,50,200
211,2024-01-01,CUST211,Beauty,3,500,1500
212,2023-06-09,CUST212,Clothing,3,500,1500
213,2023-07-24,CUST213,Beauty,3,500,1500
214,2023-12-10,CUST214,Beauty,2,30,60
215,2023-11-29,CUST215,Clothing,3,500,1500
216,2023-07-11,CUST216,Electronics,2,50,100
217,2023-08-13,CUST217,Electronics,4,50,200
218,2023-09-22,CUST218,Beauty,3,30,90
219,2023-08-20,CUST219,Electronics,3,30,90
220,2023-03-03,CUST220,Beauty,1,500,500
221,2023-05-07,CUST221,Beauty,2,300,600
222,2023-04-26,CUST222,Clothing,4,30,120
223,2023-02-02,CUST223,Clothing,1,25,25
224,2023-06-23,CUST224,Clothing,1,50,50
225,2023-01-11,CUST225,Beauty,4,25,100
226,2023-10-29,CUST226,Clothing,1,50,50
227,2023-10-11,CUST227,Electronics,2,50,100
228,2023-04-28,CUST228,Electronics,2,30,60
229,2023-10-29,CUST229,Beauty,3,30,90
230,2023-04-23,CUST230,Beauty,1,25,25
231,2023-01-04,CUST231,Clothing,3,50,150
232,2023-02-06,CUST232,Beauty,1,25,25
233,2023-12-29,CUST233,Beauty,2,300,600
234,2023-11-20,CUST234,Electronics,2,25,50
235,2023-01-31,CUST235,Electronics,2,500,1000
236,2023-04-28,CUST236,Clothing,1,25,25
237,2023-02-04,CUST237,Beauty,2,500,1000
238,2023-01-17,CUST238,Beauty,1,500,500
239,2023-06-19,CUST239,Electronics,3,500,1500
240,2023-02-06,CUST240,Beauty,1,300,300
241,2023-09-21,CUST241,Electronics,3,25,75
242,2023-05-02,CUST242,Clothing,1,25,25
243,2023-05-23,CUST243,Electronics,3,300,900
244,2023-12-09,CUST244,Beauty,2,50,100
245,2023-09-06,CUST245,Clothing,3,30,90
246,2023-04-20,CUST246,Electronics,2,25,50
247,2023-10-04,CUST247,Electronics,2,30,60
248,2023-03-09,CUST248,Clothing,3,300,900
249,2023-10-20,CUST249,Clothing,1,50,50
250,2023-10-23,CUST250,Electronics,1,50,50
251,2023-08-31,CUST251,Beauty,4,50,200
252,2023-05-05,CUST252,Electronics,1,300,300
253,2023-08-31,CUST253,Clothing,4,500,2000
254,2023-07-28,CUST254,Electronics,1,500,500
255,2023-04-08,CUST255,Clothing,1,30,30
256,2023-02-18,CUST256,Clothing,2,500,1000
257,2023-02-19,CUST257,Beauty,4,500,2000
258,2023-12-04,CUST258,Clothing,1,50,50
259,2023-08-09,CUST259,Clothing,4,50,200
260,2023-07-01,CUST260,Beauty,2,30,60
261,2023-08-05,CUST261,Clothing,2,25,50
262,2023-07-30,CUST262,Beauty,4,30,120
263,2023-08-28,CUST263,Beauty,2,30,60
264,2023-01-28,CUST264,Clothing,3,300,900
265,2023-12-11,CUST265,Clothing,3,300,900
266,2023-12-01,CUST266,Electronics,2,30,60
267,2023-11-27,CUST267,Beauty,3,30,90
268,2023-02-20,CUST268,Electronics,1,30,30
269,2023-02-01,CUST269,Clothing,4,500,2000
270,2023-07-26,CUST270,Electronics,1,300,300
271,2023-06-23,CUST271,Beauty,4,30,120
272,2023-02-25,CUST272,Electronics,2,50,100
273,2023-05-08,CUST273,Beauty,1,50,50
274,2023-04-09,CUST274,Clothing,2,500,1000
275,2023-04-08,CUST275,Clothing,2,500,1000
276,2023-10-02,CUST276,Beauty,4,25,100
277,2023-08-18,CUST277,Clothing,4,25,100
278,2023-03-13,CUST278,Clothing,4,25,100
279,2023-08-05,CUST279,Clothing,1,500,500
280,2023-04-04,CUST280,Clothing,3,500,1500
281,2023-05-23,CUST281,Beauty,4,500,2000
282,2023-08-25,CUST282,Electronics,4,50,200
283,2023-05-08,CUST283,Electronics,1,500,500
284,2023-02-08,CUST284,Clothing,4,50,200
285,2023-08-15,CUST285,Electronics,1,25,25
286,2023-10-09,CUST286,Electronics,2,25,50
287,2023-02-20,CUST287,Clothing,4,25,100
288,2023-01-26,CUST288,Clothing,4,30,120
289,2023-11-30,CUST289,Electronics,2,30,60
290,2023-10-04,CUST290,Beauty,2,300,600
291,2023-01-08,CUST291,Clothing,2,300,600
292,2023-02-17,CUST292,Beauty,4,300,1200
293,2023-05-02,CUST293,Electronics,3,30,90
294,2023-03-27,CUST294,Clothing,3,30,90
295,2023-07-28,CUST295,Beauty,3,300,900
296,2023-09-06,CUST296,Clothing,4,300,1200
297,2023-09-04,CUST297,Electronics,2,500,1000
298,2023-04-20,CUST298,Beauty,4,300,1200
299,2023-07-25,CUST299,Electronics,2,500,1000
300,2023-01-31,CUST300,Electronics,4,50,200
301,2023-03-26,CUST301,Clothing,4,30,120
302,2023-07-14,CUST302,Beauty,2,300,600
303,2023-01-02,CUST303,Electronics,3,30,90
304,2023-07-19,CUST304,Electronics,2,30,60
305,2023-05-16,CUST305,Beauty,1,30,30
306,2023-08-21,CUST306,Electronics,1,50,50
307,2023-05-27,CUST307,Electronics,2,25,50
308,2023-08-05,CUST308,Beauty,4,300,1200
309,2023-12-23,CUST309,Beauty,1,25,25
310,2023-10-12,CUST310,Beauty,1,25,25
311,2023-12-05,CUST311,Beauty,4,25,100
312,2023-09-07,CUST312,Clothing,4,30,120
313,2023-03-21,CUST313,Beauty,3,500,1500
314,2023-04-08,CUST314,Clothing,4,30,120
315,2023-06-01,CUST315,Clothing,2,30,60
316,2023-04-22,CUST316,Clothing,2,25,50
317,2023-01-30,CUST317,Electronics,3,30,90
318,2023-10-24,CUST318,Clothing,1,25,25
319,2023-10-05,CUST319,Clothing,1,500,500
320,2023-02-01,CUST320,Electronics,4,300,1200
321,2023-06-10,CUST321,Electronics,2,25,50
322,2023-01-30,CUST322,Electronics,1,500,500
323,2023-01-26,CUST323,Beauty,3,300,900
324,2023-10-27,CUST324,Electronics,3,50,150
325,2023-09-02,CUST325,Electronics,2,25,50
326,2023-09-15,CUST326,Clothing,3,25,75
327,2023-09-29,CUST327,Electronics,3,50,150
328,2023-03-22,CUST328,Beauty,2,50,100
329,2023-01-30,CUST329,Electronics,4,25,100
330,2023-09-18,CUST330,Beauty,4,50,200
331,2023-02-11,CUST331,Electronics,3,30,90
332,2023-04-06,CUST332,Electronics,4,300,1200
333,2023-02-05,CUST333,Electronics,4,300,1200
334,2023-11-01,CUST334,Electronics,3,300,900
335,2023-02-04,CUST335,Beauty,4,30,120
336,2023-12-12,CUST336,Beauty,3,50,150
337,2023-05-01,CUST337,Clothing,1,500,500
338,2023-07-26,CUST338,Beauty,2,50,100
339,2023-03-03,CUST339,Electronics,2,25,50
340,2023-10-19,CUST340,Clothing,4,300,1200
341,2023-05-07,CUST341,Clothing,4,50,200
342,2023-10-24,CUST342,Clothing,4,500,2000
343,2023-11-01,CUST343,Electronics,2,25,50
344,2023-01-21,CUST344,Beauty,1,30,30
345,2023-11-14,CUST345,Electronics,1,30,30
346,2023-02-11,CUST346,Clothing,2,500,1000
347,2023-08-03,CUST347,Electronics,1,25,25
348,2023-12-03,CUST348,Electronics,2,300,600
349,2023-10-26,CUST349,Beauty,1,50,50
350,2023-10-17,CUST350,Beauty,3,25,75
351,2023-09-25,CUST351,Clothing,3,30,90
352,2023-06-11,CUST352,Electronics,2,500,1000
353,2023-05-14,CUST353,Electronics,1,500,500
354,2023-04-15,CUST354,Beauty,4,50,200
355,2023-12-09,CUST355,Electronics,1,500,500
356,2023-06-10,CUST356,Electronics,3,500,1500
357,2023-05-03,CUST357,Electronics,3,25,75
358,2023-05-16,CUST358,Beauty,1,300,300
359,2023-07-22,CUST359,Clothing,1,50,50
360,2023-03-09,CUST360,Clothing,4,25,100
361,2023-12-10,CUST361,Electronics,4,300,1200
362,2023-11-27,CUST362,Clothing,1,25,25
363,2023-06-03,CUST363,Beauty,1,25,25
364,2023-08-23,CUST364,Beauty,1,500,500
365,2023-06-11,CUST365,Clothing,1,300,300
366,2023-02-07,CUST366,Clothing,2,50,100
367,2023-01-05,CUST367,Electronics,1,50,50
368,2023-08-23,CUST368,Clothing,4,300,1200
369,2023-11-15,CUST369,Electronics,3,500,1500
370,2023-10-16,CUST370,Electronics,2,30,60
371,2023-02-21,CUST371,Beauty,1,25,25
372,2023-02-07,CUST372,Beauty,3,500,1500
373,2023-10-03,CUST373,Beauty,2,300,600
374,2023-04-20,CUST374,Beauty,3,25,75
375,2023-09-17,CUST375,Clothing,1,50,50
376,2023-05-16,CUST376,Beauty,1,30,30
377,2023-03-09,CUST377,Clothing,4,50,200
378,2023-06-28,CUST378,Beauty,1,300,300
379,2023-02-05,CUST379,Clothing,1,25,25
380,2023-05-06,CUST380,Electronics,2,300,600
381,2023-07-09,CUST381,Clothing,4,25,100
382,2023-05-26,CUST382,Clothing,2,500,1000
383,2023-03-22,CUST383,Beauty,3,30,90
384,2023-08-13,CUST384,Clothing,1,500,500
385,2023-10-06,CUST385,Electronics,3,500,1500
386,2023-12-27,CUST386,Electronics,2,300,600
387,2023-06-04,CUST387,Beauty,1,30,30
388,2023-11-10,CUST388,Electronics,1,25,25
389,2023-12-01,CUST389,Clothing,2,25,50
390,2023-09-28,CUST390,Electronics,2,50,100
391,2023-01-05,CUST391,Beauty,2,25,50
392,2023-12-08,CUST392,Clothing,2,300,600
393,2023-10-11,CUST393,Beauty,2,500,1000
394,2023-06-03,CUST394,Clothing,1,500,500
395,2023-12-06,CUST395,Electronics,2,500,1000
396,2023-02-23,CUST396,Beauty,1,30,30
397,2023-03-10,CUST397,Beauty,1,25,25
398,2023-05-16,CUST398,Clothing,2,300,600
399,2023-03-01,CUST399,Beauty,2,30,60
400,2023-02-24,CUST400,Clothing,4,50,200
401,2023-10-11,CUST401,Clothing,1,300,300
402,2023-03-21,CUST402,Clothing,2,300,600
403,2023-05-20,CUST403,Clothing,2,300,600
404,2023-05-25,CUST404,Electronics,2,500,1000
405,2023-11-06,CUST405,Clothing,4,300,1200
406,2023-04-18,CUST406,Beauty,4,25,100
407,2023-06-25,CUST407,Electronics,3,300,900
408,2023-04-15,CUST408,Beauty,1,500,500
409,2023-12-18,CUST409,Electronics,3,300,900
410,2023-11-21,CUST410,Clothing,2,50,100
411,2023-05-16,CUST411,Electronics,4,50,200
412,2023-09-16,CUST412,Electronics,4,500,2000
413,2023-09-08,CUST413,Beauty,3,25,75
414,2023-05-09,CUST414,Beauty,4,25,100
415,2023-01-27,CUST415,Clothing,2,30,60
416,2023-02-17,CUST416,Electronics,4,500,2000
417,2023-11-21,CUST417,Electronics,3,300,900
418,2023-08-05,CUST418,Electronics,2,500,1000
419,2023-05-22,CUST419,Clothing,3,30,90
420,2023-01-23,CUST420,Clothing,4,500,2000
421,2023-01-02,CUST421,Clothing,3,500,1500
422,2023-06-20,CUST422,Clothing,3,30,90
423,2023-03-08,CUST423,Clothing,1,25,25
424,2023-11-23,CUST424,Beauty,4,300,1200
425,2023-05-15,CUST425,Electronics,4,30,120
426,2023-03-24,CUST426,Electronics,3,50,150
427,2023-08-15,CUST427,Electronics,1,25,25
428,2023-10-10,CUST428,Electronics,4,50,200
429,2023-12-28,CUST429,Electronics,2,25,50
430,2023-08-07,CUST430,Electronics,3,300,900
431,2023-10-15,CUST431,Electronics,4,300,1200
432,2023-01-05,CUST432,Electronics,2,500,1000
433,2023-02-27,CUST433,Beauty,4,50,200
434,2023-02-08,CUST434,Electronics,2,25,50
435,2023-12-20,CUST435,Beauty,3,300,900
436,2023-03-18,CUST436,Clothing,4,30,120
437,2023-10-07,CUST437,Electronics,4,300,1200
438,2023-01-19,CUST438,Clothing,1,30,30
439,2023-07-09,CUST439,Clothing,3,25,75
440,2023-10-26,CUST440,Clothing,2,300,600
441,2023-10-10,CUST441,Beauty,4,300,1200
442,2023-03-17,CUST442,Clothing,4,25,100
443,2023-08-09,CUST443,Clothing,2,300,600
444,2023-03-07,CUST444,Clothing,3,30,90
445,2023-01-22,CUST445,Electronics,1,300,300
446,2023-06-07,CUST446,Electronics,1,50,50
447,2023-07-06,CUST447,Beauty,4,500,2000
448,2023-01-21,CUST448,Beauty,2,30,60
449,2023-07-03,CUST449,Electronics,4,50,200
450,2023-04-18,CUST450,Beauty,2,25,50
451,2023-12-16,CUST451,Electronics,1,30,30
452,2023-05-08,CUST452,Clothing,3,500,1500
453,2023-12-08,CUST453,Clothing,2,500,1000
454,2023-02-22,CUST454,Beauty,1,25,25
455,2023-07-01,CUST455,Electronics,4,25,100
456,2023-10-14,CUST456,Electronics,2,30,60
457,2023-07-28,CUST457,Beauty,3,300,900
458,2023-11-14,CUST458,Electronics,4,25,100
459,2023-03-21,CUST459,Clothing,4,300,1200
460,2023-05-02,CUST460,Beauty,1,50,50
461,2023-03-25,CUST461,Beauty,2,500,1000
462,2023-04-01,CUST462,Electronics,4,300,1200
463,2023-07-31,CUST463,Beauty,3,500,1500
464,2023-01-13,CUST464,Electronics,2,300,600
465,2023-04-02,CUST465,Electronics,3,50,150
466,2023-06-20,CUST466,Electronics,4,25,100
467,2023-07-30,CUST467,Electronics,3,50,150
468,2023-12-09,CUST468,Electronics,1,25,25
469,2023-05-08,CUST469,Beauty,3,25,75
470,2023-05-17,CUST470,Clothing,2,500,1000
471,2023-03-23,CUST471,Clothing,3,50,150
472,2023-12-26,CUST472,Beauty,3,300,900
473,2023-02-25,CUST473,Beauty,1,50,50
474,2023-07-15,CUST474,Clothing,3,500,1500
475,2023-01-20,CUST475,Clothing,3,25,75
476,2023-08-29,CUST476,Clothing,4,500,2000
477,2023-04-24,CUST477,Clothing,4,30,120
478,2023-04-13,CUST478,Clothing,2,30,60
479,2023-08-24,CUST479,Electronics,4,300,1200
480,2023-06-29,CUST480,Beauty,4,500,2000
481,2023-06-06,CUST481,Electronics,4,300,1200
482,2023-04-27,CUST482,Clothing,4,300,1200
483,2023-04-25,CUST483,Clothing,1,30,30
484,2023-01-13,CUST484,Clothing,4,300,1200
485,2023-12-04,CUST485,Electronics,1,30,30
486,2023-04-09,CUST486,Electronics,1,25,25
487,2023-07-24,CUST487,Clothing,4,500,2000
488,2023-06-18,CUST488,Electronics,3,300,900
489,2023-05-23,CUST489,Electronics,1,30,30
490,2023-02-05,CUST490,Clothing,3,50,150
491,2023-05-23,CUST491,Electronics,3,300,900
492,2023-06-29,CUST492,Beauty,4,25,100
493,2023-11-25,CUST493,Beauty,2,25,50
494,2023-09-18,CUST494,Beauty,4,50,200
495,2023-07-24,CUST495,Beauty,2,30,60
496,2023-12-14,CUST496,Clothing,2,300,600
497,2023-10-02,CUST497,Clothing,4,30,120
498,2023-06-19,CUST498,Clothing,4,25,100
499,2023-01-15,CUST499,Beauty,2,30,60
500,2023-03-01,CUST500,Beauty,4,25,100
501,2023-05-14,CUST501,Electronics,2,30,60
502,2023-04-02,CUST502,Electronics,3,50,150
503,2023-10-25,CUST503,Beauty,4,500,2000
504,2023-05-16,CUST504,Beauty,3,50,150
505,2023-01-20,CUST505,Beauty,1,50,50
506,2023-02-25,CUST506,Beauty,3,500,1500
507,2023-11-02,CUST507,Electronics,3,500,1500
508,2023-08-11,CUST508,Beauty,2,300,600
509,2023-06-26,CUST509,Electronics,3,300,900
510,2023-06-10,CUST510,Beauty,4,50,200
511,2023-08-12,CUST511,Beauty,2,50,100
512,2023-11-07,CUST512,Beauty,1,25,25
513,2023-09-19,CUST513,Electronics,4,25,100
514,2023-03-01,CUST514,Electronics,1,300,300
515,2023-07-17,CUST515,Clothing,3,300,900
516,2023-10-23,CUST516,Beauty,4,25,100
517,2023-04-08,CUST517,Clothing,4,25,100
518,2023-05-11,CUST518,Clothing,1,30,30
519,2023-01-23,CUST519,Electronics,4,30,120
520,2023-12-29,CUST520,Electronics,4,25,100
521,2023-08-12,CUST521,Clothing,4,30,120
522,2023-01-01,CUST522,Beauty,3,500,1500
523,2023-09-24,CUST523,Electronics,1,300,300
524,2023-10-03,CUST524,Beauty,4,300,1200
525,2023-12-18,CUST525,Beauty,2,25,50
526,2023-12-10,CUST526,Clothing,2,50,100
527,2023-04-11,CUST527,Clothing,2,25,50
528,2023-07-06,CUST528,Clothing,2,30,60
529,2023-08-09,CUST529,Clothing,3,50,150
530,2023-02-05,CUST530,Electronics,4,30,120
531,2023-12-07,CUST531,Electronics,1,500,500
532,2023-06-19,CUST532,Clothing,4,30,120
533,2023-11-16,CUST533,Electronics,3,500,1500
534,2023-06-10,CUST534,Clothing,2,500,1000
535,2023-12-06,CUST535,Beauty,3,30,90
536,2023-03-05,CUST536,Beauty,4,30,120
537,2023-06-03,CUST537,Beauty,1,500,500
538,2023-09-17,CUST538,Clothing,3,50,150
539,2023-06-08,CUST539,Beauty,1,500,500
540,2023-12-08,CUST540,Electronics,3,300,900
541,2023-07-29,CUST541,Beauty,1,500,500
542,2023-06-17,CUST542,Beauty,1,50,50
543,2023-07-26,CUST543,Beauty,2,300,600
544,2023-12-23,CUST544,Electronics,1,25,25
545,2023-06-01,CUST545,Clothing,2,25,50
546,2023-10-11,CUST546,Electronics,4,50,200
547,2023-03-07,CUST547,Clothing,4,500,2000
548,2023-04-09,CUST548,Clothing,2,30,60
549,2023-08-04,CUST549,Beauty,2,50,100
550,2023-12-07,CUST550,Clothing,3,300,900
551,2023-07-14,CUST551,Electronics,3,300,900
552,2023-12-13,CUST552,Electronics,3,25,75
